Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Marie,Svensson,Stationsvägen 29,Lidingö,31230,Sverige,SE,19840731-7124,+46,+46 (0)8 466 236 67,1984-07-31,True
Matthew,Coleman,James Glen 73201,Samanthamouth,70801,Danmark,DK,19950915-3844,+45,455-297-8575x0429,1995-09-15,True
Sara,Hayes,Colleen Underpass 679,Patrickstad,40839,Danmark,DK,19740524-8418,+45,+1-205-299-2614x2355,1974-05-24,True
Eva,Hallgren,Kyrkovägen 401,Borlänge,60284,Sverige,SE,19740417-8305,+46,+46 (0)8 640 622 79,1974-04-17,True
Margareta,Juhlin,Trädgårdsvägen 498,Örnsköldsvik,53203,Sverige,SE,19821207-2925,+46,072-800 28 18,1982-12-07,True
Kristin,Nygård,Lundberget 86,Madsen,8228,Norge,NO,19750327-2171,+47,86 66 50 45,1975-03-27,True
Jerry,Owen,Burton Run 1838,East Kellyborough,38388,Danmark,DK,19400329-5040,+45,(423)429-8729x5005,1940-03-29,True
Lennart,Svensson,Skogsstigen 793,Karlstad,25536,Sverige,SE,19891201-9248,+46,08-987 558 35,1989-12-01,True
Liselott,Börjesson,Kvarngränd 76,Kalmar,74392,Sverige,SE,19870101-8428,+46,098-642 92 46,1987-01-01,True
Elsa,Ekholm,Idrottsvägen 36,Landskrona,43958,Sverige,SE,19480730-0499,+46,08-719 94 51,1948-07-30,True
Kenneth,Jørgensen,Gulbrandsenhavna 5,Ellingsen,0466,Norge,NO,19640912-7483,+47,46491158,1964-09-12,True
Oiva,Myllymäki,Vanha Rajapolku 072,Hyvinkää,32889,Finland,FI,19620201-4659,+358,+358 331727011,1962-02-01,True
Sari,Liukkonen,Saparonpolku 3,Rautavaara,90442,Finland,FI,19640220-0595,+358,033 375 6844,1964-02-20,True
Kristian,Jacobsen,Dahlplassen 81B,Torefoss,0735,Norge,NO,19960627-6237,+47,969 73 043,1996-06-27,True
Birgitta,Johansson,Skolgränd 82,Skellefteå,29102,Sverige,SE,19410118-8091,+46,0487-420 28,1941-01-18,True
Johan,Wahlström,Strandvägen 3,Lidingö,47340,Sverige,SE,19490130-1936,+46,080-91 65 33,1949-01-30,True
Christina,Sjöstrand,Skogsgatan 2,Landskrona,56127,Sverige,SE,19930211-3558,+46,068-165 42 12,1993-02-11,True
Olof,Pettersson,Parkgatan 48,Ängelholm,18026,Sverige,SE,19781205-3704,+46,+46 (0)8 953 820 35,1978-12-05,True
Per,Bergman,Parkgränd 67,Landskrona,33909,Sverige,SE,19620301-0170,+46,+46 (0)62 72 18 44,1962-03-01,True
Joseph,Hill,Burgess Mews 99465,Port Richardside,63795,Danmark,DK,19950304-5240,+45,859-978-6480x583,1995-03-04,True
Laila,Moe,Larsenlia 5A,Erikvik,3083,Norge,NO,19541121-0204,+47,921 15 356,1954-11-21,True
Kristian,Nordström,Industrigränd 257,Linköping,49777,Sverige,SE,19730227-2901,+46,08-785 42 19,1973-02-27,True
Birgit,Svensson,Backvägen 494,Östersund,71332,Sverige,SE,19530109-1616,+46,+46 (0)30 32 44 83,1953-01-09,True
Linn,Bakken,Jenssenhaugen 14B,Pedersen,9335,Norge,NO,19430514-3607,+47,+47 26 24 84 82,1943-05-14,True
Asbjørn,Henriksen,Eriksengata 7,Royvær,5376,Norge,NO,19810907-0878,+47,40649639,1981-09-07,True
Kristi,Cooper,Brooke Place 7097,Diamondfort,35174,Danmark,DK,19410819-4134,+45,960.221.0400x86013,1941-08-19,True
Emma,Svensson,Kyrkgatan 929,Göteborg,89945,Sverige,SE,19920107-7949,+46,+46 (0)8 465 979 43,1992-01-07,True
Turid,Larsen,Jørgensenåsen 9,Bjørgø,3469,Norge,NO,20000325-2461,+47,920 32 908,2000-03-25,True
Christina,Englund,Kyrkovägen 515,Sandviken,43448,Sverige,SE,19991207-8010,+46,0780-500 58,1999-12-07,True
Amy,Wallace,Jessica Via 3079,Ryanside,15978,Danmark,DK,19570511-7698,+45,678-908-9608x998,1957-05-11,True
Magne,Simonsen,Hauglunden 5,Bjørnby,3141,Norge,NO,19970214-4257,+47,+47 57 12 20 38,1997-02-14,True
Linnea,Andersson,Åkergatan 822,Malmö,95353,Sverige,SE,19940203-2279,+46,098-73 88 88,1994-02-03,True
Derrick,Buck,Shirley Roads 8774,Jessicamouth,62621,Danmark,DK,19981118-2643,+45,980.538.0939,1998-11-18,True
Margareta,Berg,Genstigen 73,Södertälje,11514,Sverige,SE,19480628-6200,+46,+46 (0)815 983 13,1948-06-28,True
Viola,Johansson,Björktorget 8,Landskrona,58596,Sverige,SE,19760507-0430,+46,011-11 23 92,1976-05-07,True
Olavi,Järvinen,Kilpolankuja 47,Huittinen,69226,Finland,FI,19430316-888T,+358,0448223831,1943-03-16,True
Ingrid,Johansson,Idrottsgatan 5,Motala,62204,Sverige,SE,19860215-9171,+46,040-414 98 98,1986-02-15,True
Mia,Lundgren,Grangatan 89,Södertälje,47199,Sverige,SE,19400412-9443,+46,0695-554 26,1940-04-12,True
Marius,Ali,Jensenvollen 43B,Annabø,7056,Norge,NO,19610914-0127,+47,49121208,1961-09-14,True
Tom,Thorsen,Brekkestien 70,Aune,8781,Norge,NO,19611018-4790,+47,18476619,1961-10-18,True
Elisabet,Johansson,Aspvägen 326,Trelleborg,55062,Sverige,SE,19720701-8695,+46,049-35 81 74,1972-07-01,True
Ann-Sofi,Nilsson,Strandvägen 28,Örebro,14438,Sverige,SE,19910921-5808,+46,08-318 925 59,1991-09-21,True
Nova,Bergström,Idrottsvägen 2,Helsingborg,11751,Sverige,SE,19741216-8425,+46,0635-43 44 23,1974-12-16,True
Eva,Persson,Strandgatan 9,Växjö,57100,Sverige,SE,19511024-8735,+46,+46 (0)8 962 081 11,1951-10-24,True
Ashley,Golden,Roman Vista 970,Watsonfort,04974,Danmark,DK,19821005-6016,+45,(340)201-9427x18804,1982-10-05,True
Christine,Drake,Samuel Valley 4754,Lake Kylestad,13073,Danmark,DK,19950223-2876,+45,675-295-3642,1995-02-23,True
Thor,Lund,Ødegårdplassen 71A,Sigurdø,0034,Norge,NO,19411019-2733,+47,+4720528518,1941-10-19,True
Cecilia,Blom,Skogsvägen 510,Linköping,81114,Sverige,SE,20000303-9841,+46,0389-95 95 76,2000-03-03,True
Patrik,Ljungberg,Parktorget 16,Alingsås,84440,Sverige,SE,19460915-9090,+46,0138-20 12 83,1946-09-15,True
Mikko,Koskinen,Fredrikinbulevardi 7,Kannonkoski,58742,Finland,FI,19480817-508F,+358,0231296630,1948-08-17,True
Magnus,Fredriksen,Alihøgda 20D,Moen,3367,Norge,NO,19630712-4033,+47,54 85 73 72,1963-07-12,True
Torbjørn,Sivertsen,Thorsenbråten 4B,Sigridhavn,5797,Norge,NO,20000707-9304,+47,96562087,2000-07-07,True
Yngve,Johansson,Strandtorget 28,Nyköping,68619,Sverige,SE,19900823-9125,+46,0041-62 82 18,1990-08-23,True
Ellinor,Larsson,Bäcktorget 2,Nyköping,56945,Sverige,SE,19551213-0298,+46,+46 (0)22 93 22 06,1955-12-13,True
Katarina,Johansson,Industrigatan 6,Karlskoga,17385,Sverige,SE,19901023-2937,+46,+46 (0)61 81 00 04,1990-10-23,True
Allison,Smith,Erin Spurs 816,Rebeccaport,48921,Danmark,DK,19971014-6374,+45,(649)804-9138,1997-10-14,True
Reidun,Jenssen,Solheimroa 1,Mariusø,5872,Norge,NO,19430905-4237,+47,944 60 820,1943-09-05,True
Lars-Åke,Andersson,Ekgränd 17,Gävle,93068,Sverige,SE,19771006-3837,+46,070-44 71 21,1977-10-06,True
Elisabeth,Eriksson,Aspvägen 033,Mölndal,82733,Sverige,SE,19911029-5043,+46,0224-282 18,1991-10-29,True
Brandon,Douglas,Lindsay Mountains 6609,Lake Samanthastad,71365,Danmark,DK,19680806-8312,+45,810-669-3742x5942,1968-08-06,True
Maria,Ahlberg,Stortorget 6,Borås,56012,Sverige,SE,19681205-0012,+46,08-841 03 82,1968-12-05,True
Sigrid,Moberg,Skolstigen 30,Eskilstuna,93226,Sverige,SE,19960714-2976,+46,+46 (0)8 653 010 42,1996-07-14,True
Harald,Persson,Idrottsgatan 5,Örebro,79946,Sverige,SE,19470608-0563,+46,08-671 894 58,1947-06-08,True
Lennart,Nilsson,Järnvägsvägen 858,Örnsköldsvik,58210,Sverige,SE,19510112-4290,+46,+46 (0)8 573 345 56,1951-01-12,True
Signe,Sahlin,Skogsstigen 931,Växjö,79511,Sverige,SE,19580627-7066,+46,033-23 62 29,1958-06-27,True
Sarah,Burnett,Woods Circle 2973,New Juan,14556,Danmark,DK,19610926-4519,+45,001-454-870-0379x2289,1961-09-26,True
Leif,Hansen,Villastigen 251,Trollhättan,51359,Sverige,SE,19690109-9673,+46,+46 (0)8 873 517 19,1969-01-09,True
Elin,Nilsen,Haugenstykket 782,Thomasøy,9262,Norge,NO,19720810-8042,+47,28894879,1972-08-10,True
Eric,Murphy,May Rue 6871,New James,70994,Danmark,DK,19811102-0458,+45,+1-602-228-9285x309,1981-11-02,True
Fritz,Hellberg,Backstigen 906,Borlänge,44481,Sverige,SE,19570810-6699,+46,+46 (0)25 09 66 27,1957-08-10,True
Harry,Andersson,Parkgatan 85,Norrköping,14369,Sverige,SE,19571228-5343,+46,08-701 056 06,1957-12-28,True
Stine,Berntsen,Bergrøa 48C,Lie,4045,Norge,NO,19741113-2044,+47,08851494,1974-11-13,True
Reginald,Booker,Walker Forge 470,Harveyport,12712,Danmark,DK,19450602-7544,+45,818-958-4755,1945-06-02,True
Matilda,Wahlberg,Nyvägen 394,Trollhättan,37189,Sverige,SE,19411207-9571,+46,0998-739 27,1941-12-07,True
Åke,Bengtsson,Stationsgränd 219,Luleå,53774,Sverige,SE,19840119-3091,+46,085-326 48 97,1984-01-19,True
Kayla,Smith,Scott Forks 5750,New Chad,81739,Danmark,DK,19580724-0644,+45,(235)746-1687,1958-07-24,True
Margareta,Mohamed,Ekvägen 918,Umeå,89657,Sverige,SE,19440111-5780,+46,037-08 56 60,1944-01-11,True
Oskar,Juhlin,Kvarnvägen 1,Umeå,27546,Sverige,SE,19610529-5469,+46,+46 (0)8 706 751 22,1961-05-29,True
Kenneth,Berg,Gulbrandsenlunden 8,Toremark,8536,Norge,NO,19691108-0989,+47,15 38 07 77,1969-11-08,True
Elin,Östman,Nyvägen 337,Södertälje,18807,Sverige,SE,19581126-9388,+46,08-06 99 25,1958-11-26,True
Emily,Walker,Martinez Terrace 4269,New Christopher,76306,Danmark,DK,19421222-2372,+45,001-267-907-6204,1942-12-22,True
Marius,Sørensen,Sørensenløkka 07,Tomhavn,5663,Norge,NO,19680418-4320,+47,89424479,1968-04-18,True
Jan,Ali,Bäcktorget 831,Kristianstad,20631,Sverige,SE,19421115-1423,+46,+46 (0)8 602 507 39,1942-11-15,True
Ulf,Malm,Villatorget 838,Piteå,96028,Sverige,SE,19760110-4166,+46,0243-51 41 23,1976-01-10,True
Aud,Jacobsen,Andersentoppen 1B,Sandvik,3388,Norge,NO,19640731-1178,+47,430 15 443,1964-07-31,True
Randi,Eriksen,Johansenstykket 27,Isaksen,8128,Norge,NO,19570314-0652,+47,38 48 42 11,1957-03-14,True
Alexandra,Björkman,Idrottsstigen 496,Falun,24347,Sverige,SE,19851108-6964,+46,+46 (0)36 05 12 28,1985-11-08,True
Sara,Storm,Industrivägen 91,Mölndal,32567,Sverige,SE,19940627-6853,+46,091-723 31 16,1994-06-27,True
Linus,Andersson,Trädgårdsvägen 93,Trollhättan,76084,Sverige,SE,19450214-8416,+46,0985-25 89 26,1945-02-14,True
Gunnel,Eriksson,Storgatan 68,Linköping,24856,Sverige,SE,19530604-1813,+46,08-141 007 49,1953-06-04,True
Bruce,Wyatt,David Radial 8909,West Heather,22498,Danmark,DK,19681223-4359,+45,402.440.8494x7996,1968-12-23,True
Gunilla,Hedman,Parkgränd 393,Falun,53929,Sverige,SE,19470323-1697,+46,+46 (0)44 16 16 13,1947-03-23,True
Hanne,Olsen,Simonsenskogen 7,Simonsen,2175,Norge,NO,19990402-5841,+47,+4789649678,1999-04-02,True
Sindre,Mikkelsen,Strømåsen 4,Jonstad,1584,Norge,NO,19611206-4067,+47,71 01 41 91,1961-12-06,True
Anders,Nilsson,Ringstigen 982,Kalmar,30768,Sverige,SE,19421225-2661,+46,08-258 153 75,1942-12-25,True
Helene,Arnesen,Sørensenkollen 5,Iversen,5926,Norge,NO,19510828-4121,+47,14065958,1951-08-28,True
Håkon,Johnsen,Halvorsenstykket 36D,Ali,1426,Norge,NO,19670308-1240,+47,404 56 868,1967-03-08,True
Erik,Schmidt,Nygränd 9,Östersund,79690,Sverige,SE,19840307-2014,+46,+46 (0)350 154 76,1984-03-07,True
Pauline,Åberg,Järnvägsgatan 35,Ängelholm,84961,Sverige,SE,19821008-9119,+46,0686-01 49 57,1982-10-08,True
Jennifer,Peterson,Heidi Forks 713,Bowenville,82526,Danmark,DK,19680726-3600,45,001-628-394-6914x990,1968-07-26,True
Noora,Toivonen,Vesalanbulevardi 79,Lemi,74956,Finland,FI,19840219-451D,+358,+358718597956,1984-02-19,True
Janne,Ødegård,Hauggropa 2,Karlsen,7363,Norge,NO,19640423-7768,+47,82773929,1964-04-23,True
Christer,Jönsson,Skogsvägen 847,Trollhättan,21962,Sverige,SE,19410916-5126,+46,0852-70 22 80,1941-09-16,True
Anneli,Larsson,Villagränd 308,Uppsala,98574,Sverige,SE,19860109-9708,+46,091-64 48 87,1986-01-09,True
Tobias,Göransson,Strandvägen 4,Kalmar,16287,Sverige,SE,19420106-4195,+46,0675-89 92 87,1942-01-06,True
Heidi,Kristiansen,Gulbrandsengata 20A,Emilsand,5317,Norge,NO,19550916-4744,+47,86889409,1955-09-16,True
Michael,Sandoval,Amanda Port 5401,East Elizabeth,29126,Danmark,DK,19950729-0367,+45,001-279-605-3088x49210,1995-07-29,True
Daniel,Hallgren,Parkvägen 61,Sandviken,88480,Sverige,SE,19630822-9029,+46,+46 (0)8 507 618 04,1963-08-22,True
Finn,Christensen,Jensenkollen 8,Nilsen,6420,Norge,NO,19591015-7118,+47,14 26 33 66,1959-10-15,True
Bruce,Morris,Rebecca Prairie 79809,Janechester,48734,Danmark,DK,19760205-1175,+45,(292)660-5062x1806,1976-02-05,True
Hassan,Holmström,Granvägen 93,Kalmar,13722,Sverige,SE,19880526-5441,+46,+46 (0)369 684 36,1988-05-26,True
Zachary,Rosales,Leach Junction 28130,North Lauriemouth,63041,Danmark,DK,19470616-9562,+45,380-782-6807x25960,1947-06-16,True
Birgitta,Linde,Nygränd 3,Landskrona,28478,Sverige,SE,19710718-8541,+46,08-26 08 44,1971-07-18,True
Yvonne,Norling,Ängstorget 1,Uddevalla,95777,Sverige,SE,19530906-2473,+46,08-835 74 40,1953-09-06,True
Ole,Lund,Strandhøgda 98,Grobø,3283,Norge,NO,19710522-7758,+47,26 57 84 26,1971-05-22,True
Vilde,Dahl,Sæthergrenda 9,Theastrøm,8973,Norge,NO,19610815-6008,+47,61 73 83 08,1961-08-15,True
Niklas,Sjöberg,Trädgårdstorget 3,Sandviken,23225,Sverige,SE,19901222-9176,+46,+46 (0)39 80 96 46,1990-12-22,True
Jörgen,Lundström,Skogsvägen 9,Piteå,33784,Sverige,SE,19760213-2702,+46,08-201 676 50,1976-02-13,True
Eric,Davis,Jennifer Forge 838,Vaughnmouth,76868,Danmark,DK,19411001-9043,+45,(515)388-1903,1941-10-01,True
My,Lindahl,Järnvägstorget 9,Mölndal,77558,Sverige,SE,19590102-7823,+46,080-42 71 09,1959-01-02,True
Janice,Jones,Wallace Parkways 7792,Port Evelyntown,28576,Danmark,DK,19950812-2444,+45,353.906.0512x84606,1995-08-12,True
Terje,Larsen,Johannessentoppen 6,Eide,9008,Norge,NO,19801002-5672,+47,+4791923931,1980-10-02,True
Oliver,Jönsson,Järnvägsstigen 18,Luleå,28800,Sverige,SE,19871129-0161,+46,+46 (0)37 28 67 50,1987-11-29,True
Louise,Mohamed,Ängsvägen 99,Skellefteå,19679,Sverige,SE,19911025-4006,+46,0937-36 47 20,1991-10-25,True
Amin,Lindgren,Fabriksvägen 612,Kristianstad,36535,Sverige,SE,19801123-8330,+46,0496-687 30,1980-11-23,True
Karin,Karlsson,Storvägen 0,Norrköping,93950,Sverige,SE,19990831-5846,+46,08-161 07 12,1999-08-31,True
Tonje,Jensen,Danielsenstykket 95,Kåreø,5080,Norge,NO,19480315-9786,+47,49481033,1948-03-15,True
Vegard,Madsen,Knutsenekra 46,Antonsen,5639,Norge,NO,19650501-3253,+47,04286806,1965-05-01,True
Margareta,Bolin,Idrottsgatan 155,Östersund,90552,Sverige,SE,19731112-4303,+46,+46 (0)919 148 12,1973-11-12,True
Frances,Mcbride,Leah Drive 99657,West Jamesfort,91031,Danmark,DK,19760311-2442,+45,(861)607-6281x542,1976-03-11,True
Christoffer,Olsson,Ängsgränd 10,Västerås,15966,Sverige,SE,19401111-8406,+46,+46 (0)874 039 69,1940-11-11,True
Jean,Lindström,Idrottsvägen 3,Halmstad,97426,Sverige,SE,19800618-7679,+46,08-772 39 56,1980-06-18,True
Omar,Gustafsson,Kyrkovägen 73,Östersund,84382,Sverige,SE,19731031-2251,+46,0699-245 17,1973-10-31,True
Roger,Karlsson,Kvarngränd 27,Mölndal,59432,Sverige,SE,19991227-7380,+46,+46 (0)8 359 225 13,1999-12-27,True
Michael,Galvan,Miller Ridges 97001,Shannonstad,69151,Danmark,DK,19790512-4853,+45,939-548-3523x055,1979-05-12,True
Ingegerd,Gustavsson,Ängstorget 92,Norrköping,84761,Sverige,SE,19660720-2217,+46,0985-63 65 83,1966-07-20,True
August,Andersson,Ängsstigen 76,Kristianstad,45119,Sverige,SE,19960325-1498,+46,08-255 716 02,1996-03-25,True
Andreas,Nilsson,Villavägen 4,Göteborg,15077,Sverige,SE,19790610-1563,+46,0552-251 65,1979-06-10,True
Peter,Söderberg,Ringgränd 4,Norrköping,49490,Danmark,SE,19420218-1407,+46,+46 (0)60 53 23 03,1942-02-18,True
Carin,Falk,Ekvägen 3,Södertälje,16509,Sverige,SE,19430101-6805,+46,084-17 40 96,1943-01-01,True
Ingrid,Jensen,Bäcktorget 359,Jönköping,45010,Sverige,SE,19920408-8695,+46,014-119 98 91,1992-04-08,True
Randi,Vik,Knudsenvika 95,Mathisen,2553,Norge,NO,19440612-0564,+47,29 93 35 89,1944-06-12,True
Nina,Berntsen,Danielsenbakken 5,Mettegrunn,5853,Norge,NO,19420512-2300,+47,+47 76 67 36 47,1942-05-12,True
Grete,Rasmussen,Jacobsenfaret 682,Evensen,1470,Norge,NO,19720906-6254,+47,03 60 06 97,1972-09-06,True
Kåre,Madsen,Solheimgropa 7,Andersstrand,0855,Norge,NO,19940930-9985,+47,+4783054556,1994-09-30,True
Unni,Rønning,Aunelia 25,Vidarfjell,2727,Norge,NO,19620713-6713,+47,943 11 890,1962-07-13,True
Fred,Nilsson,Kvarngränd 84,Kalmar,46653,Sverige,SE,19510720-4244,+46,+46 (0)487 713 88,1951-07-20,True
Paul,Pollard,Ramsey River 6333,West Susan,16124,Danmark,DK,19761013-1323,+45,431-596-1837x57763,1976-10-13,True
Line,Nygård,Tveitmarka 39,Finnhelle,8148,Norge,NO,19510603-3971,+47,94 15 61 67,1951-06-03,True
Sara,Farmer,Mary Prairie 14178,Brownton,97191,Danmark,DK,19970813-8358,+45,001-699-257-8052x820,1997-08-13,True
Cecilia,Pedersen,Nygatan 38,Trelleborg,77613,Sverige,SE,19520125-0341,+46,007-73 41 92,1952-01-25,True
Berit,Pettersson,Bäckgatan 95,Umeå,36030,Sverige,SE,19921014-4072,+46,08-59 99 95,1992-10-14,True
Thea,Holm,Jacobsentunet 735,Julieøy,9770,Norge,NO,19640328-1361,+47,05940314,1964-03-28,True
Danielle,Cole,Phillips Crossroad 038,Dustinberg,90198,Danmark,DK,19921101-1456,+45,(961)976-0139,1992-11-01,True
Grethe,Myhre,Tangengrenda 66A,Haug,2101,Nooge,NO,19420828-4362,+47,942 93 056,1942-08-28,True
Ulrika,Svantesson,Nystigen 0,Karlskrona,66159,Sverige,SE,19430201-7124,+46,08-590 929 41,1943-02-01,True
Lori,Hudson,Johnson Lodge 227,West Christopher,82710,Danmark,DK,19731104-5911,+45,397.935.7165,1973-11-04,True
Lise,Eliassen,Bakkenspranget 44,Kennethdal,5353,Norge,NO,19670112-1089,+47,+47 32 96 51 70,1967-01-12,True
Birger,Said,Aspgränd 81,Sandviken,54923,Sverige,SE,19651103-3823,+46,08-905 86 28,1965-11-03,True
Robert,Bergman,Stortorget 792,Sundsvall,27246,Skerige,SE,19710517-9624,+46,+46 (0)8 085 534 55,1971-05-17,True
Anders,Larsson,Furustigen 56,Falun,26079,Sverige,SE,19720215-2386,+46,+46 (0)40 58 43 67,1972-02-15,True
Casey,Adams,Sheryl Divide 068,North Joshua,04281,Danmark,DK,19851222-4721,+45,(712)338-7392,1985-12-22,True
Karin,Andersson,Ringgatan 683,Kristianstad,28391,Sverige,SE,20000412-1485,+46,0193-87 65 77,2000-04-12,True
Olov,Sjöstrand,Ektorget 51,Nyköping,73164,Sverige,SE,19730101-3924,+46,0755-62 18 94,1973-01-01,True
Angie,Frazier,Xavier Glens 00279,Elizabethside,89620,Danmark,DK,19850115-6880,+45,331-526-6104x03019,1985-01-15,True
Karolina,Strömberg,Furuvägen 63,Karlstad,30602,Sverige,SE,19790314-5181,+46,08-49 38 99,1979-03-14,True
Theo,Hansen,Nygatan 325,Malmö,69449,Sverige,SE,19730223-7440,+46,0998-60 02 34,1973-02-23,False
Tim,Lundberg,Furutorget 95,Ängelholm,40478,Sverige,SE,19700606-0487,+46,+46 (0)8 339 754 97,1970-06-06,True
Britt,Nilsson,Skogsgränd 390,Skövde,82660,Sverige,SE,19960426-2974,+46,+46 (0)76 72 12 16,1996-04-26,True
Johan,Sandvik,Bakkeholtet 06D,Jørgensen,2982,Norge,NO,19540529-7177,+47,+47 10 98 94 60,1954-05-29,True
Mary,Robinson,Edwards Summit 51325,Reedfurt,32039,Danmark,DK,19900708-8234,+45,872-261-9043,1990-07-08,True
Ingrid,Johansen,Kristiansenstubben 28,Ragnhildstad,2898,Norge,NO,19651213-3755,+47,91046288,1965-12-13,True
Karl,Hjort,Backtorget 0,Helsingborg,78247,Sverige,SE,19740429-2522,+46,0133-863 12,1974-04-29,True
Axel,Lundberg,Stationsgatan 4,Linköping,61645,Sverige,SE,19491214-2843,+46,+46 (0)109 242 11,1949-12-14,True
Pierre,Mohammadi,Skolstigen 5,Uddevalla,43680,Sverige,SE,19410814-5334,+46,088-22 94 39,1941-08-14,True
Aaron,Garner,William Cape 95523,Lisashire,62125,Danmark,DK,19460424-8408,+45,395.455.2704x518,1946-04-24,True
Shannon,Lee,Caleb Turnpike 71150,Port Anthony,09926,Danmark,DK,19591103-1412,+45,618-871-1376,1959-11-03,True
Sam,Lundberg,Kyrkgränd 5,Lidköping,64609,Sverige,SE,19900810-1107,+46,0890-506 98,1990-08-10,True
Alan,Perkins,Jackson Park 433,Lake Jonathan,84813,Danmark,DK,19710102-4696,+45,246.732.4916x4349,1971-01-02,True
Kristina,Nordgren,Nygatan 13,Nyköping,35387,Sverige,SE,19451020-0484,+46,022-152 79 17,1945-10-20,True
Jorma,Heinonen,Tyynelänbulevardi 136,Hämeenkyrö,08063,Finland,FI,19410729-1174,+358,0777961799,1941-07-29,True
Elisabeth,Westerberg,Kyrkostigen 218,Trelleborg,87568,Sverige,SE,19870518-0306,+46,08-57 39 84,1987-05-18,True
Fatima,Carlberg,Fabriksgatan 154,Sandviken,26032,Sverige,SE,19521202-3834,+46,099-587 57 82,1952-12-02,False
Frida,Lundberg,Järnvägsvägen 563,Motala,67409,Sverige,SE,19611230-9982,+46,+46 (0)8 681 956 51,1961-12-30,True
Karen,Williams,Craig Plaza 7304,South Tyrone,05592,Danmark,DK,19810410-6958,+45,001-748-837-5582x1239,1981-04-10,True
Antero,Rosengren,Fabriksgränd 9,Växjö,72537,Sverige,SE,19831026-7790,+46,+46 (0)11 14 29 32,1983-10-26,True
Lauri,Manninen,Louhenkatu 0,Kangasniemi,08236,Finland,FI,19660803-094B,+358,+358 97 7196249,1966-08-03,True
Idun,Sundin,Skolvägen 63,Alingsås,24377,Sverige,SE,19631007-3510,+46,08-75 42 95,1963-10-07,True
Chase,Richardson,Miller Radial 1108,Garciachester,66318,Danmark,DK,19430328-6419,+45,666.856.9645x1749,1943-03-28,True
Malin,Hasan,Gengatan 017,Örnsköldsvik,25495,Sverige,SE,19771017-7053,+46,0641-490 18,1977-10-17,True
Astrid,Johansson,Parkstigen 38,Piteå,93390,Sverige,SE,19690616-0534,+46,0141-92 93 48,1969-06-16,True
Karin,Lindberg,Järnvägstorget 4,Trelleborg,17367,Sverige,SE,19400924-2302,+46,+46 (0)8 532 963 25,1940-09-24,True
Per-Olof,Isaksson,Nygatan 25,Gävle,26368,Sverige,SE,19651113-5377,+46,0880-037 62,1965-11-13,True
Helene,Bakke,Vikberget 2,Pettersen,8532,Norge,NO,19870321-7730,47,+4784162154,1987-03-21,True
Helén,Westlund,Skolvägen 83,Nyköping,78263,Sverige,SE,19730618-7109,+46,026-437 33 38,1973-06-18,True
Gunnar,Björklund,Strandgatan 59,Malmö,39454,Sverige,SE,19720803-7578,+46,0741-60 10 73,1972-08-03,True
Daniel,Sørensen,Olsenflata 6,Ruud,5887,Danmark,NO,19980212-7013,+47,451 51 857,1998-02-12,True
Rolf,Knudsen,Næssekra 79,Jakobsen,9226,Norge,NO,19580406-7049,+47,440 86 277,1958-04-06,True
Johanna,Luukkonen,Ahdekaunokinpolku 97,Juva,31845,Finland,FI,19880310-7326,+358,+358233257329,1988-03-10,True
Martin,Karlsson,Industrivägen 9,Karlskrona,42887,Sverige,SE,19880105-2188,+46,+46 (0)8 974 948 16,1988-01-05,True
Gustav,Åkesson,Storvägen 307,Karlskrona,84431,Sverige,SE,19730210-6520,+46,051-199 05 85,1973-02-10,True
Jenny,Jørgensen,Christensenholtet 5C,Strand,8038,Norge,NO,19640201-2083,+47,425 31 298,1964-02-01,True
Erika,Dahlin,Ängsgränd 4,Linköping,45563,Sverige,SE,19550318-7224,+46,08-798 84 47,1955-03-18,True
Diane,Atkins,Forbes Squares 38234,Port Melodyburgh,80618,Danmark,DK,19740828-6628,+45,8805737737,1974-08-28,True
Marie-Louise,Persson,Fabriksgränd 013,Kalmar,95732,Sverige,SE,19450514-6740,+46,+46 (0)365 155 25,1945-05-14,True
Bente,Sørensen,Amundsenfaret 35H,Vildefjell,0412,Norge,NO,19890120-6567,+47,404 77 832,1989-01-20,True
Mats,Johansson,Backstigen 31,Jönköping,57167,Sverige,SE,19670413-7548,+46,08-987 971 18,1967-04-13,True
Gunilla,Jönsson,Kyrkotorget 69,Malmö,12414,Sverige,SE,19950415-5483,+46,08-678 955 79,1995-04-15,True
Amanda,Gustavsson,Storgränd 0,Luleå,78429,Sverige,SE,19961218-3297,+46,0182-707 54,1996-12-18,True
Kai,Viitanen,Salakkakatu 05,Siikainen,85934,Finland,FI,19420618-3659,+358,(+358) 392645641,1942-06-18,True
Kjell,Ali,Nytorget 13,Södertälje,20066,Sverige,SE,19740525-3486,+46,08-28 46 93,1974-05-25,True
Joe,Contreras,Stephens Islands 738,Brandonburgh,67947,Danmark,DK,19921004-9990,+45,5636719753,1992-10-04,True
Sara,Johansson,Strandgränd 311,Lund,83436,Sverige,SE,19820620-2822,+46,0765-19 21 82,1982-06-20,True
Maria,Ødegård,Næssberget 28,Lailanes,3614,Norge,NO,19780329-3113,+47,456 33 640,1978-03-29,True
Terrence,Henry,Robert Haven 966,Gabriellamouth,29600,Danmark,DK,19950411-6658,+45,391.218.7568x075,1995-04-11,True
